vx(m/s)	vy(m/s)	vz(m/s)	vr(m/s)	x(m)	y(m)	z(m)	t(s)	P(kPa)
113.238	-227.728	0	254.329	8772.53	2616.45	0	56.14	80.8301
113.22	-227.79	0	254.375	8773.66	2614.17	0	56.15	80.8532
113.202	-227.851	0	254.422	8774.79	2611.89	0	56.16	80.8763
113.184	-227.912	0	254.469	8775.93	2609.61	0	56.17	80.8994
113.165	-227.974	0	254.516	8777.06	2607.33	0	56.18	80.9225
113.147	-228.035	0	254.563	8778.19	2605.05	0	56.19	80.9456
113.129	-228.096	0	254.61	8779.32	2602.77	0	56.2	80.9688
113.111	-228.157	0	254.656	8780.45	2600.49	0	56.21	80.9919
113.092	-228.219	0	254.703	8781.58	2598.21	0	56.22	81.0151
113.074	-228.28	0	254.75	8782.71	2595.93	0	56.23	81.0383
113.056	-228.341	0	254.797	8783.84	2593.65	0	56.24	81.0614
113.038	-228.402	0	254.843	8784.98	2591.36	0	56.25	81.0846
113.019	-228.463	0	254.89	8786.11	2589.08	0	56.26	81.1078
113.001	-228.524	0	254.937	8787.24	2586.79	0	56.27	81.1311
112.983	-228.585	0	254.983	8788.37	2584.51	0	56.28	81.1543
112.964	-228.646	0	255.03	8789.5	2582.22	0	56.29	81.1775
112.946	-228.707	0	255.076	8790.62	2579.93	0	56.3	81.2008
112.928	-228.768	0	255.123	8791.75	2577.65	0	56.31	81.2241
112.91	-228.829	0	255.169	8792.88	2575.36	0	56.32	81.2473
112.891	-228.89	0	255.216	8794.01	2573.07	0	56.33	81.2706
112.873	-228.951	0	255.263	8795.14	2570.78	0	56.34	81.2939
112.855	-229.012	0	255.309	8796.27	2568.49	0	56.35	81.3172
112.836	-229.073	0	255.355	8797.4	2566.2	0	56.36	81.3406
112.818	-229.134	0	255.402	8798.53	2563.91	0	56.37	81.3639
112.8	-229.195	0	255.448	8799.65	2561.62	0	56.38	81.3872
112.781	-229.255	0	255.495	8800.78	2559.33	0	56.39	81.4106
112.763	-229.316	0	255.541	8801.91	2557.03	0	56.4	81.434
112.744	-229.377	0	255.588	8803.04	2554.74	0	56.41	81.4574
112.726	-229.437	0	255.634	8804.17	2552.45	0	56.42	81.4807
112.708	-229.498	0	255.68	8805.29	2550.15	0	56.43	81.5042
112.689	-229.559	0	255.727	8806.42	2547.86	0	56.44	81.5276
112.671	-229.619	0	255.773	8807.55	2545.56	0	56.45	81.551
112.653	-229.68	0	255.819	8808.67	2543.27	0	56.46	81.5744
112.634	-229.74	0	255.865	8809.8	2540.97	0	56.47	81.5979
112.616	-229.801	0	255.912	8810.93	2538.67	0	56.48	81.6214
112.597	-229.861	0	255.958	8812.05	2536.37	0	56.49	81.6448
112.579	-229.922	0	256.004	8813.18	2534.07	0	56.5	81.6683
112.56	-229.982	0	256.05	8814.3	2531.77	0	56.51	81.6918
112.542	-230.043	0	256.096	8815.43	2529.47	0	56.52	81.7153
112.524	-230.103	0	256.142	8816.55	2527.17	0	56.53	81.7389
112.505	-230.163	0	256.189	8817.68	2524.87	0	56.54	81.7624
112.487	-230.224	0	256.235	8818.8	2522.57	0	56.55	81.7859
112.468	-230.284	0	256.281	8819.93	2520.27	0	56.56	81.8095
112.45	-230.344	0	256.327	8821.05	2517.96	0	56.57	81.8331
112.431	-230.404	0	256.373	8822.18	2515.66	0	56.58	81.8566
112.413	-230.465	0	256.419	8823.3	2513.36	0	56.59	81.8802
112.394	-230.525	0	256.465	8824.43	2511.05	0	56.6	81.9038
112.376	-230.585	0	256.511	8825.55	2508.75	0	56.61	81.9275
112.357	-230.645	0	256.557	8826.67	2506.44	0	56.62	81.9511
112.339	-230.705	0	256.603	8827.8	2504.13	0	56.63	81.9747
112.32	-230.765	0	256.649	8828.92	2501.83	0	56.64	81.9984
112.302	-230.825	0	256.695	8830.04	2499.52	0	56.65	82.022
112.283	-230.885	0	256.74	8831.17	2497.21	0	56.66	82.0457
112.265	-230.945	0	256.786	8832.29	2494.9	0	56.67	82.0694
112.246	-231.005	0	256.832	8833.41	2492.59	0	56.68	82.0931
112.228	-231.065	0	256.878	8834.54	2490.28	0	56.69	82.1168
112.209	-231.125	0	256.924	8835.66	2487.97	0	56.7	82.1405
112.191	-231.185	0	256.969	8836.78	2485.66	0	56.71	82.1643
112.172	-231.245	0	257.015	8837.9	2483.35	0	56.72	82.188
112.154	-231.305	0	257.061	8839.02	2481.03	0	56.73	82.2118
112.135	-231.364	0	257.107	8840.14	2478.72	0	56.74	82.2355
112.117	-231.424	0	257.152	8841.27	2476.41	0	56.75	82.2593
112.098	-231.484	0	257.198	8842.39	2474.09	0	56.76	82.2831
112.079	-231.544	0	257.244	8843.51	2471.78	0	56.77	82.3069
112.061	-231.603	0	257.289	8844.63	2469.46	0	56.78	82.3307
112.042	-231.663	0	257.335	8845.75	2467.15	0	56.79	82.3545
112.024	-231.723	0	257.38	8846.87	2464.83	0	56.8	82.3784
112.005	-231.782	0	257.426	8847.99	2462.51	0	56.81	82.4022
111.987	-231.842	0	257.472	8849.11	2460.19	0	56.82	82.4261
111.968	-231.901	0	257.517	8850.23	2457.88	0	56.83	82.45
111.949	-231.961	0	257.563	8851.35	2455.56	0	56.84	82.4739
111.931	-232.02	0	257.608	8852.47	2453.24	0	56.85	82.4978
111.912	-232.08	0	257.654	8853.59	2450.92	0	56.86	82.5217
111.893	-232.139	0	257.699	8854.71	2448.59	0	56.87	82.5456
111.875	-232.199	0	257.744	8855.83	2446.27	0	56.88	82.5695
111.856	-232.258	0	257.79	8856.94	2443.95	0	56.89	82.5935
111.838	-232.317	0	257.835	8858.06	2441.63	0	56.9	82.6174
111.819	-232.377	0	257.881	8859.18	2439.3	0	56.91	82.6414
111.8	-232.436	0	257.926	8860.3	2436.98	0	56.92	82.6654
111.782	-232.495	0	257.971	8861.42	2434.66	0	56.93	82.6894
111.763	-232.554	0	258.016	8862.53	2432.33	0	56.94	82.7134
111.744	-232.614	0	258.062	8863.65	2430.01	0	56.95	82.7374
111.726	-232.673	0	258.107	8864.77	2427.68	0	56.96	82.7614
111.707	-232.732	0	258.152	8865.89	2425.35	0	56.97	82.7854
111.688	-232.791	0	258.197	8867	2423.02	0	56.98	82.8095
111.669	-232.85	0	258.243	8868.12	2420.7	0	56.99	82.8336
111.651	-232.909	0	258.288	8869.24	2418.37	0	57	82.8576
111.632	-232.968	0	258.333	8870.35	2416.04	0	57.01	82.8817
111.613	-233.027	0	258.378	8871.47	2413.71	0	57.02	82.9058
111.595	-233.086	0	258.423	8872.59	2411.38	0	57.03	82.9299
111.576	-233.145	0	258.468	8873.7	2409.05	0	57.04	82.9541
111.557	-233.204	0	258.513	8874.82	2406.72	0	57.05	82.9782
111.538	-233.263	0	258.558	8875.93	2404.38	0	57.06	83.0023
111.52	-233.322	0	258.603	8877.05	2402.05	0	57.07	83.0265
111.501	-233.381	0	258.648	8878.16	2399.72	0	57.08	83.0507
111.482	-233.439	0	258.693	8879.28	2397.38	0	57.09	83.0748
111.463	-233.498	0	258.738	8880.39	2395.05	0	57.1	83.099
111.445	-233.557	0	258.783	8881.51	2392.71	0	57.11	83.1232
111.426	-233.616	0	258.828	8882.62	2390.38	0	57.12	83.1475
111.407	-233.674	0	258.873	8883.74	2388.04	0	57.13	83.1717
111.388	-233.733	0	258.918	8884.85	2385.7	0	57.14	83.1959
111.37	-233.792	0	258.963	8885.96	2383.37	0	57.15	83.2202
111.351	-233.85	0	259.008	8887.08	2381.03	0	57.16	83.2444
111.332	-233.909	0	259.052	8888.19	2378.69	0	57.17	83.2687
111.313	-233.967	0	259.097	8889.3	2376.35	0	57.18	83.293
111.294	-234.026	0	259.142	8890.42	2374.01	0	57.19	83.3173
111.276	-234.084	0	259.187	8891.53	2371.67	0	57.2	83.3416
111.257	-234.143	0	259.231	8892.64	2369.33	0	57.21	83.3659
111.238	-234.201	0	259.276	8893.76	2366.99	0	57.22	83.3903
111.219	-234.26	0	259.321	8894.87	2364.65	0	57.23	83.4146
111.2	-234.318	0	259.365	8895.98	2362.3	0	57.24	83.439
111.181	-234.376	0	259.41	8897.09	2359.96	0	57.25	83.4633
111.162	-234.435	0	259.455	8898.2	2357.62	0	57.26	83.4877
111.144	-234.493	0	259.499	8899.32	2355.27	0	57.27	83.5121
111.125	-234.551	0	259.544	8900.43	2352.93	0	57.28	83.5365
111.106	-234.609	0	259.588	8901.54	2350.58	0	57.29	83.5609
111.087	-234.668	0	259.633	8902.65	2348.23	0	57.3	83.5854
111.068	-234.726	0	259.677	8903.76	2345.89	0	57.31	83.6098
111.049	-234.784	0	259.722	8904.87	2343.54	0	57.32	83.6343
111.03	-234.842	0	259.766	8905.98	2341.19	0	57.33	83.6587
111.011	-234.9	0	259.811	8907.09	2338.84	0	57.34	83.6832
110.993	-234.958	0	259.855	8908.2	2336.49	0	57.35	83.7077
110.974	-235.016	0	259.9	8909.31	2334.14	0	57.36	83.7322
110.955	-235.074	0	259.944	8910.42	2331.79	0	57.37	83.7567
110.936	-235.132	0	259.988	8911.53	2329.44	0	57.38	83.7812
110.917	-235.19	0	260.033	8912.64	2327.09	0	57.39	83.8058
110.898	-235.248	0	260.077	8913.75	2324.74	0	57.4	83.8303
110.879	-235.306	0	260.121	8914.86	2322.39	0	57.41	83.8549
110.86	-235.364	0	260.165	8915.97	2320.03	0	57.42	83.8795
110.841	-235.422	0	260.21	8917.08	2317.68	0	57.43	83.904
110.822	-235.479	0	260.254	8918.18	2315.32	0	57.44	83.9286
110.803	-235.537	0	260.298	8919.29	2312.97	0	57.45	83.9533
110.784	-235.595	0	260.342	8920.4	2310.61	0	57.46	83.9779
110.765	-235.653	0	260.386	8921.51	2308.26	0	57.47	84.0025
110.746	-235.71	0	260.431	8922.61	2305.9	0	57.48	84.0271
110.727	-235.768	0	260.475	8923.72	2303.54	0	57.49	84.0518
110.708	-235.825	0	260.519	8924.83	2301.19	0	57.5	84.0765
110.689	-235.883	0	260.563	8925.94	2298.83	0	57.51	84.1012
110.67	-235.941	0	260.607	8927.04	2296.47	0	57.52	84.1258
110.651	-235.998	0	260.651	8928.15	2294.11	0	57.53	84.1505
110.632	-236.056	0	260.695	8929.26	2291.75	0	57.54	84.1753
110.613	-236.113	0	260.739	8930.36	2289.39	0	57.55	84.2
110.594	-236.171	0	260.783	8931.47	2287.03	0	57.56	84.2247
110.575	-236.228	0	260.827	8932.57	2284.66	0	57.57	84.2495
110.556	-236.285	0	260.871	8933.68	2282.3	0	57.58	84.2742
110.537	-236.343	0	260.914	8934.79	2279.94	0	57.59	84.299
110.518	-236.4	0	260.958	8935.89	2277.58	0	57.6	84.3238
110.499	-236.457	0	261.002	8937	2275.21	0	57.61	84.3486
110.48	-236.515	0	261.046	8938.1	2272.85	0	57.62	84.3734
110.461	-236.572	0	261.09	8939.21	2270.48	0	57.63	84.3982
110.442	-236.629	0	261.133	8940.31	2268.12	0	57.64	84.4231
110.423	-236.686	0	261.177	8941.41	2265.75	0	57.65	84.4479
110.404	-236.743	0	261.221	8942.52	2263.38	0	57.66	84.4728
110.385	-236.8	0	261.265	8943.62	2261.01	0	57.67	84.4977
110.365	-236.858	0	261.308	8944.73	2258.65	0	57.68	84.5225
110.346	-236.915	0	261.352	8945.83	2256.28	0	57.69	84.5474
110.327	-236.972	0	261.396	8946.93	2253.91	0	57.7	84.5723
110.308	-237.029	0	261.439	8948.04	2251.54	0	57.71	84.5973
110.289	-237.086	0	261.483	8949.14	2249.17	0	57.72	84.6222
110.27	-237.143	0	261.526	8950.24	2246.8	0	57.73	84.6471
110.251	-237.199	0	261.57	8951.35	2244.42	0	57.74	84.6721
110.232	-237.256	0	261.613	8952.45	2242.05	0	57.75	84.6971
110.212	-237.313	0	261.657	8953.55	2239.68	0	57.76	84.722
110.193	-237.37	0	261.7	8954.65	2237.31	0	57.77	84.747
110.174	-237.427	0	261.744	8955.75	2234.93	0	57.78	84.772
110.155	-237.484	0	261.787	8956.86	2232.56	0	57.79	84.797
110.136	-237.54	0	261.831	8957.96	2230.18	0	57.8	84.8221
110.117	-237.597	0	261.874	8959.06	2227.81	0	57.81	84.8471
110.097	-237.654	0	261.917	8960.16	2225.43	0	57.82	84.8722
110.078	-237.71	0	261.961	8961.26	2223.05	0	57.83	84.8972
110.059	-237.767	0	262.004	8962.36	2220.68	0	57.84	84.9223
110.04	-237.824	0	262.047	8963.46	2218.3	0	57.85	84.9474
110.021	-237.88	0	262.091	8964.56	2215.92	0	57.86	84.9725
110.002	-237.937	0	262.134	8965.66	2213.54	0	57.87	84.9976
109.982	-237.993	0	262.177	8966.76	2211.16	0	57.88	85.0227
109.963	-238.05	0	262.22	8967.86	2208.78	0	57.89	85.0478
109.944	-238.106	0	262.263	8968.96	2206.4	0	57.9	85.073
109.925	-238.162	0	262.307	8970.06	2204.02	0	57.91	85.0982
109.905	-238.219	0	262.35	8971.16	2201.64	0	57.92	85.1233
109.886	-238.275	0	262.393	8972.26	2199.26	0	57.93	85.1485
109.867	-238.331	0	262.436	8973.36	2196.87	0	57.94	85.1737
109.848	-238.388	0	262.479	8974.46	2194.49	0	57.95	85.1989
109.828	-238.444	0	262.522	8975.55	2192.11	0	57.96	85.2241
109.809	-238.5	0	262.565	8976.65	2189.72	0	57.97	85.2494
109.79	-238.556	0	262.608	8977.75	2187.34	0	57.98	85.2746
109.771	-238.613	0	262.651	8978.85	2184.95	0	57.99	85.2999
109.751	-238.669	0	262.694	8979.95	2182.56	0	58	85.3251
109.732	-238.725	0	262.737	8981.04	2180.18	0	58.01	85.3504
109.713	-238.781	0	262.78	8982.14	2177.79	0	58.02	85.3757
109.693	-238.837	0	262.823	8983.24	2175.4	0	58.03	85.401
109.674	-238.893	0	262.865	8984.34	2173.01	0	58.04	85.4263
109.655	-238.949	0	262.908	8985.43	2170.62	0	58.05	85.4516
109.635	-239.005	0	262.951	8986.53	2168.23	0	58.06	85.477
109.616	-239.061	0	262.994	8987.62	2165.84	0	58.07	85.5023
109.597	-239.117	0	263.037	8988.72	2163.45	0	58.08	85.5277
109.577	-239.173	0	263.079	8989.82	2161.06	0	58.09	85.5531
109.558	-239.228	0	263.122	8990.91	2158.67	0	58.1	85.5785
109.539	-239.284	0	263.165	8992.01	2156.28	0	58.11	85.6039
109.519	-239.34	0	263.207	8993.1	2153.88	0	58.12	85.6293
109.5	-239.396	0	263.25	8994.2	2151.49	0	58.13	85.6547
109.481	-239.451	0	263.293	8995.29	2149.1	0	58.14	85.6801
109.461	-239.507	0	263.335	8996.39	2146.7	0	58.15	85.7056
109.442	-239.563	0	263.378	8997.48	2144.31	0	58.16	85.731
109.423	-239.618	0	263.42	8998.58	2141.91	0	58.17	85.7565
109.403	-239.674	0	263.463	8999.67	2139.51	0	58.18	85.782
109.384	-239.73	0	263.505	9000.77	2137.12	0	58.19	85.8075
109.364	-239.785	0	263.548	9001.86	2134.72	0	58.2	85.833
109.345	-239.841	0	263.59	9002.95	2132.32	0	58.21	85.8585
109.326	-239.896	0	263.633	9004.05	2129.92	0	58.22	85.8841
109.306	-239.951	0	263.675	9005.14	2127.52	0	58.23	85.9096
109.287	-240.007	0	263.717	9006.23	2125.12	0	58.24	85.9352
109.267	-240.062	0	263.76	9007.32	2122.72	0	58.25	85.9607
109.248	-240.118	0	263.802	9008.42	2120.32	0	58.26	85.9863
109.228	-240.173	0	263.844	9009.51	2117.92	0	58.27	86.0119
109.209	-240.228	0	263.887	9010.6	2115.52	0	58.28	86.0375
109.189	-240.283	0	263.929	9011.69	2113.12	0	58.29	86.0631
109.17	-240.339	0	263.971	9012.79	2110.72	0	58.3	86.0887
109.151	-240.394	0	264.013	9013.88	2108.31	0	58.31	86.1144
109.131	-240.449	0	264.056	9014.97	2105.91	0	58.32	86.14
109.112	-240.504	0	264.098	9016.06	2103.5	0	58.33	86.1657
109.092	-240.559	0	264.14	9017.15	2101.1	0	58.34	86.1914
109.073	-240.614	0	264.182	9018.24	2098.69	0	58.35	86.2171
109.053	-240.669	0	264.224	9019.33	2096.29	0	58.36	86.2428
109.034	-240.724	0	264.266	9020.42	2093.88	0	58.37	86.2685
109.014	-240.779	0	264.308	9021.51	2091.47	0	58.38	86.2942
108.995	-240.834	0	264.35	9022.6	2089.06	0	58.39	86.32
108.975	-240.889	0	264.392	9023.69	2086.65	0	58.4	86.3457
108.956	-240.944	0	264.434	9024.78	2084.25	0	58.41	86.3715
108.936	-240.999	0	264.476	9025.87	2081.84	0	58.42	86.3972
108.916	-241.054	0	264.518	9026.96	2079.43	0	58.43	86.423
108.897	-241.109	0	264.56	9028.05	2077.01	0	58.44	86.4488
108.877	-241.163	0	264.602	9029.14	2074.6	0	58.45	86.4746
108.858	-241.218	0	264.644	9030.23	2072.19	0	58.46	86.5005
108.838	-241.273	0	264.685	9031.32	2069.78	0	58.47	86.5263
108.819	-241.328	0	264.727	9032.41	2067.37	0	58.48	86.5522
108.799	-241.382	0	264.769	9033.49	2064.95	0	58.49	86.578
108.78	-241.437	0	264.811	9034.58	2062.54	0	58.5	86.6039
108.76	-241.491	0	264.852	9035.67	2060.12	0	58.51	86.6298
108.74	-241.546	0	264.894	9036.76	2057.71	0	58.52	86.6557
108.721	-241.6	0	264.936	9037.84	2055.29	0	58.53	86.6816
108.701	-241.655	0	264.977	9038.93	2052.88	0	58.54	86.7075
108.682	-241.709	0	265.019	9040.02	2050.46	0	58.55	86.7334
108.662	-241.764	0	265.061	9041.1	2048.04	0	58.56	86.7594
108.642	-241.818	0	265.102	9042.19	2045.63	0	58.57	86.7853
108.623	-241.873	0	265.144	9043.28	2043.21	0	58.58	86.8113
108.603	-241.927	0	265.185	9044.36	2040.79	0	58.59	86.8373
108.583	-241.981	0	265.227	9045.45	2038.37	0	58.6	86.8633
108.564	-242.036	0	265.268	9046.54	2035.95	0	58.61	86.8893
108.544	-242.09	0	265.31	9047.62	2033.53	0	58.62	86.9153
108.524	-242.144	0	265.351	9048.71	2031.11	0	58.63	86.9413
108.505	-242.198	0	265.393	9049.79	2028.69	0	58.64	86.9674
108.485	-242.252	0	265.434	9050.88	2026.26	0	58.65	86.9934
108.465	-242.306	0	265.475	9051.96	2023.84	0	58.66	87.0195
108.446	-242.361	0	265.517	9053.05	2021.42	0	58.67	87.0456
108.426	-242.415	0	265.558	9054.13	2018.99	0	58.68	87.0717
108.406	-242.469	0	265.599	9055.21	2016.57	0	58.69	87.0978
108.387	-242.523	0	265.641	9056.3	2014.14	0	58.7	87.1239
108.367	-242.577	0	265.682	9057.38	2011.72	0	58.71	87.15
108.347	-242.631	0	265.723	9058.47	2009.29	0	58.72	87.1761
108.328	-242.684	0	265.764	9059.55	2006.87	0	58.73	87.2023
108.308	-242.738	0	265.805	9060.63	2004.44	0	58.74	87.2285
108.288	-242.792	0	265.846	9061.72	2002.01	0	58.75	87.2546
108.268	-242.846	0	265.888	9062.8	1999.58	0	58.76	87.2808
108.249	-242.9	0	265.929	9063.88	1997.16	0	58.77	87.307
108.229	-242.954	0	265.97	9064.96	1994.73	0	58.78	87.3332
108.209	-243.007	0	266.011	9066.05	1992.3	0	58.79	87.3595
108.189	-243.061	0	266.052	9067.13	1989.87	0	58.8	87.3857
108.17	-243.115	0	266.093	9068.21	1987.44	0	58.81	87.412
108.15	-243.168	0	266.134	9069.29	1985	0	58.82	87.4382
108.13	-243.222	0	266.175	9070.37	1982.57	0	58.83	87.4645
108.11	-243.275	0	266.216	9071.45	1980.14	0	58.84	87.4908
108.091	-243.329	0	266.256	9072.54	1977.71	0	58.85	87.5171
108.071	-243.382	0	266.297	9073.62	1975.27	0	58.86	87.5434
108.051	-243.436	0	266.338	9074.7	1972.84	0	58.87	87.5697
108.031	-243.489	0	266.379	9075.78	1970.41	0	58.88	87.596
108.011	-243.543	0	266.42	9076.86	1967.97	0	58.89	87.6224
107.992	-243.596	0	266.461	9077.94	1965.53	0	58.9	87.6488
107.972	-243.649	0	266.501	9079.02	1963.1	0	58.91	87.6751
107.952	-243.703	0	266.542	9080.1	1960.66	0	58.92	87.7015
107.932	-243.756	0	266.583	9081.18	1958.22	0	58.93	87.7279
107.912	-243.809	0	266.623	9082.26	1955.79	0	58.94	87.7543
107.892	-243.862	0	266.664	9083.33	1953.35	0	58.95	87.7807
107.872	-243.916	0	266.705	9084.41	1950.91	0	58.96	87.8072
107.853	-243.969	0	266.745	9085.49	1948.47	0	58.97	87.8336
107.833	-244.022	0	266.786	9086.57	1946.03	0	58.98	87.8601
107.813	-244.075	0	266.826	9087.65	1943.59	0	58.99	87.8865
107.793	-244.128	0	266.867	9088.73	1941.15	0	59	87.913
107.773	-244.181	0	266.907	9089.8	1938.71	0	59.01	87.9395
107.753	-244.234	0	266.948	9090.88	1936.27	0	59.02	87.966
107.733	-244.287	0	266.988	9091.96	1933.82	0	59.03	87.9925
107.713	-244.34	0	267.028	9093.04	1931.38	0	59.04	88.0191
107.694	-244.393	0	267.069	9094.11	1928.94	0	59.05	88.0456
107.674	-244.446	0	267.109	9095.19	1926.49	0	59.06	88.0722
107.654	-244.499	0	267.15	9096.27	1924.05	0	59.07	88.0987
107.634	-244.551	0	267.19	9097.34	1921.6	0	59.08	88.1253
107.614	-244.604	0	267.23	9098.42	1919.16	0	59.09	88.1519
107.594	-244.657	0	267.27	9099.5	1916.71	0	59.1	88.1785
107.574	-244.71	0	267.311	9100.57	1914.26	0	59.11	88.2051
107.554	-244.762	0	267.351	9101.65	1911.82	0	59.12	88.2318
107.534	-244.815	0	267.391	9102.72	1909.37	0	59.13	88.2584
107.514	-244.868	0	267.431	9103.8	1906.92	0	59.14	88.2851
107.494	-244.92	0	267.471	9104.87	1904.47	0	59.15	88.3117
107.474	-244.973	0	267.511	9105.95	1902.02	0	59.16	88.3384
107.454	-245.025	0	267.551	9107.02	1899.57	0	59.17	88.3651
107.434	-245.078	0	267.592	9108.1	1897.12	0	59.18	88.3918
107.414	-245.13	0	267.632	9109.17	1894.67	0	59.19	88.4185
107.394	-245.183	0	267.672	9110.25	1892.22	0	59.2	88.4452
107.374	-245.235	0	267.711	9111.32	1889.77	0	59.21	88.472
107.354	-245.287	0	267.751	9112.39	1887.32	0	59.22	88.4987
107.334	-245.34	0	267.791	9113.47	1884.86	0	59.23	88.5255
107.314	-245.392	0	267.831	9114.54	1882.41	0	59.24	88.5523
107.294	-245.444	0	267.871	9115.61	1879.95	0	59.25	88.5791
107.274	-245.497	0	267.911	9116.69	1877.5	0	59.26	88.6059
107.254	-245.549	0	267.951	9117.76	1875.04	0	59.27	88.6327
107.234	-245.601	0	267.991	9118.83	1872.59	0	59.28	88.6595
107.214	-245.653	0	268.03	9119.9	1870.13	0	59.29	88.6863
107.194	-245.705	0	268.07	9120.98	1867.68	0	59.3	88.7132
107.174	-245.757	0	268.11	9122.05	1865.22	0	59.31	88.7401
107.154	-245.809	0	268.15	9123.12	1862.76	0	59.32	88.7669
107.134	-245.861	0	268.189	9124.19	1860.3	0	59.33	88.7938
107.114	-245.913	0	268.229	9125.26	1857.84	0	59.34	88.8207
107.094	-245.965	0	268.268	9126.33	1855.38	0	59.35	88.8476
107.074	-246.017	0	268.308	9127.4	1852.92	0	59.36	88.8746
107.053	-246.069	0	268.348	9128.47	1850.46	0	59.37	88.9015
107.033	-246.121	0	268.387	9129.55	1848	0	59.38	88.9285
107.013	-246.173	0	268.427	9130.62	1845.54	0	59.39	88.9554
106.993	-246.224	0	268.466	9131.69	1843.08	0	59.4	88.9824
106.973	-246.276	0	268.506	9132.76	1840.62	0	59.41	89.0094
106.953	-246.328	0	268.545	9133.83	1838.16	0	59.42	89.0364
106.933	-246.38	0	268.584	9134.89	1835.69	0	59.43	89.0634
106.913	-246.431	0	268.624	9135.96	1833.23	0	59.44	89.0904
106.893	-246.483	0	268.663	9137.03	1830.76	0	59.45	89.1174
106.872	-246.535	0	268.702	9138.1	1828.3	0	59.46	89.1445
106.852	-246.586	0	268.742	9139.17	1825.83	0	59.47	89.1716
106.832	-246.638	0	268.781	9140.24	1823.37	0	59.48	89.1986
106.812	-246.689	0	268.82	9141.31	1820.9	0	59.49	89.2257
106.792	-246.741	0	268.859	9142.38	1818.43	0	59.5	89.2528
106.772	-246.792	0	268.899	9143.44	1815.97	0	59.51	89.2799
106.751	-246.843	0	268.938	9144.51	1813.5	0	59.52	89.307
106.731	-246.895	0	268.977	9145.58	1811.03	0	59.53	89.3342
106.711	-246.946	0	269.016	9146.65	1808.56	0	59.54	89.3613
106.691	-246.998	0	269.055	9147.71	1806.09	0	59.55	89.3885
106.671	-247.049	0	269.094	9148.78	1803.62	0	59.56	89.4157
106.65	-247.1	0	269.133	9149.85	1801.15	0	59.57	89.4428
106.63	-247.151	0	269.172	9150.91	1798.68	0	59.58	89.47
106.61	-247.202	0	269.211	9151.98	1796.21	0	59.59	89.4972
106.59	-247.254	0	269.25	9153.04	1793.73	0	59.6	89.5245
106.569	-247.305	0	269.289	9154.11	1791.26	0	59.61	89.5517
106.549	-247.356	0	269.328	9155.18	1788.79	0	59.62	89.5789
106.529	-247.407	0	269.367	9156.24	1786.31	0	59.63	89.6062
106.509	-247.458	0	269.406	9157.31	1783.84	0	59.64	89.6335
106.488	-247.509	0	269.445	9158.37	1781.37	0	59.65	89.6608
106.468	-247.56	0	269.483	9159.44	1778.89	0	59.66	89.6881
106.448	-247.611	0	269.522	9160.5	1776.41	0	59.67	89.7154
106.428	-247.662	0	269.561	9161.57	1773.94	0	59.68	89.7427
106.407	-247.712	0	269.6	9162.63	1771.46	0	59.69	89.77
106.387	-247.763	0	269.638	9163.69	1768.98	0	59.7	89.7974
106.367	-247.814	0	269.677	9164.76	1766.51	0	59.71	89.8247
106.347	-247.865	0	269.716	9165.82	1764.03	0	59.72	89.8521
106.326	-247.916	0	269.754	9166.88	1761.55	0	59.73	89.8795
106.306	-247.966	0	269.793	9167.95	1759.07	0	59.74	89.9069
106.286	-248.017	0	269.831	9169.01	1756.59	0	59.75	89.9343
106.265	-248.068	0	269.87	9170.07	1754.11	0	59.76	89.9617
106.245	-248.118	0	269.909	9171.14	1751.63	0	59.77	89.9891
106.225	-248.169	0	269.947	9172.2	1749.15	0	59.78	90.0166
106.204	-248.219	0	269.985	9173.26	1746.67	0	59.79	90.044
106.184	-248.27	0	270.024	9174.32	1744.18	0	59.8	90.0715
106.164	-248.32	0	270.062	9175.38	1741.7	0	59.81	90.099
106.143	-248.371	0	270.101	9176.45	1739.22	0	59.82	90.1265
106.123	-248.421	0	270.139	9177.51	1736.73	0	59.83	90.154
106.102	-248.471	0	270.177	9178.57	1734.25	0	59.84	90.1815
106.082	-248.522	0	270.216	9179.63	1731.76	0	59.85	90.209
106.062	-248.572	0	270.254	9180.69	1729.28	0	59.86	90.2366
106.041	-248.622	0	270.292	9181.75	1726.79	0	59.87	90.2641
106.021	-248.673	0	270.33	9182.81	1724.31	0	59.88	90.2917
106.001	-248.723	0	270.369	9183.87	1721.82	0	59.89	90.3193
105.98	-248.773	0	270.407	9184.93	1719.33	0	59.9	90.3469
105.96	-248.823	0	270.445	9185.99	1716.84	0	59.91	90.3745
105.939	-248.873	0	270.483	9187.05	1714.36	0	59.92	90.4021
105.919	-248.923	0	270.521	9188.11	1711.87	0	59.93	90.4297
105.898	-248.973	0	270.559	9189.17	1709.38	0	59.94	90.4574
105.878	-249.023	0	270.597	9190.23	1706.89	0	59.95	90.485
105.858	-249.073	0	270.635	9191.29	1704.4	0	59.96	90.5127
105.837	-249.123	0	270.673	9192.35	1701.91	0	59.97	90.5404
105.817	-249.173	0	270.711	9193.4	1699.41	0	59.98	90.5681
105.796	-249.223	0	270.749	9194.46	1696.92	0	59.99	90.5958
105.776	-249.273	0	270.787	9195.52	1694.43	0	60	90.6235
105.755	-249.323	0	270.825	9196.58	1691.94	0	60.01	90.6512
